Bill Number,Short Title,Ministry,Member,Date of Introduction,Debate/Date Passed in LS,Debate/Date Passed in RS,Status,Act No,Assent Date,Gazeette Notification,Referred to Committee Date
100,"The National Forensic Sciences University Bill, 2020",HOME AFFAIRS,,23 Mar 2020,20 Sep 2020,22 Sep 2020,Assented,32  of 2020,28/09/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-100-gaz.pdf?source=loksabhadocs,
99,"The Rashtriya Raksha University Bill, 2020",HOME AFFAIRS,,23 Mar 2020,20 Sep 2020,22 Sep 2020,Assented,31  of 2020,28/09/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-99-gaz.pdf?source=loksabhadocs,
84,"The Appropriation (No.2) BILL, 2020",FINANCE,,18 Mar 2020,18 Mar 2020,23 Mar 2020,Assented,7  of 2020,25/03/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-84-gaz.pdf?source=loksabhadocs,
93,"The Jammu and Kashmir Appropriation Bill, 2020",FINANCE,,18 Mar 2020,18 Mar 2020,23 Mar 2020,Assented,8  of 2020,25/03/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-93-gaz.pdf?source=loksabhadocs,
94,"The Jammu and Kashmir Appropriation (No. 2) Bill, 2020",FINANCE,,18 Mar 2020,18 Mar 2020,23 Mar 2020,Assented,9  of 2020,25/03/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-94-gaz.pdf?source=loksabhadocs,
95,"The Jammu and Kashmir Appropriation (No. 3) Bill, 2020",FINANCE,,18 Mar 2020,18 Mar 2020,23 Mar 2020,Assented,10  of 2020,25/03/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-95-gaz.pdf?source=loksabhadocs,
96,"The Jammu and Kashmir Appropriation (No. 4) Bill, 2020",FINANCE,,18 Mar 2020,18 Mar 2020,23 Mar 2020,Assented,11  of 2020,25/03/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-96-gaz.pdf?source=loksabhadocs,
88,"The Companies (Amendment) Bill, 2020",CORPORATE AFFAIRS,,17 Mar 2020,19 Sep 2020,22 Sep 2020,Assented,29  of 2020,28/09/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-88-gaz.pdf?source=loksabhadocs,
81,"The Appropriation Bill, 2020",FINANCE,,16 Mar 2020,16 Mar 2020,23 Mar 2020,Assented,6  of 2020,25/03/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-81-gaz.pdf?source=loksabhadocs,
78,"The Major Port Authorities Bill, 2020",SHIPPING,,12 Mar 2020,23 Sep 2020,10 Feb 2021,Assented,1  of 2021,17/02/2021 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-78-gaz.pdf?source=loksabhadocs,
61,"The Indian Institutes of Information Technology Laws (Amendment) Bill, 2020",HUMAN RESOURCE  DEVELOPMENT,,4 Mar 2020,20 Mar 2020,22 Sep 2020,Assented,28  of 2020,28/09/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-61-gaz.pdf?source=loksabhadocs,
55,"The Medical Termination of Pregnancy (Amendment) Bill, 2021",HEALTH AND FAMILY WELFARE,,2 Mar 2020,17 Mar 2020,16 Mar 2021,Assented,8  of 2021,25/03/2021 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-55-gaz.pdf?source=loksabhadocs,
60,"The Mineral Laws (Amendment) Bill, 2020",COAL AND MINES,,2 Mar 2020,6 Mar 2020,12 Mar 2020,Assented,2  of 2020,13/03/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-60-gaz.pdf?source=loksabhadocs,
33,"The Institute of Teaching and Research in Ayurveda Bill, 2020","AYUSH (Ayurveda,  Yoga and Naturopathy,  Unani, Siddha and Homoeopathy",,10 Feb 2020,19 Mar 2020,16 Sep 2020,Assented,16  of 2020,21/09/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-33-gaz.pdf?source=loksabhadocs,
29,"The Direct Tax Vivad se Vishwas Bill, 2020",FINANCE,,5 Feb 2020,4 Mar 2020,13 Mar 2020,Assented,3  of 2020,17/03/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-29-gaz.pdf?source=loksabhadocs,
28,"The Aircraft (Amendment) Bill, 2020",CIVIL AVIATION,,4 Feb 2020,17 Mar 2020,15 Sep 2020,Assented,13  of 2020,19/09/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-28-gaz.pdf?source=loksabhadocs,
26,"The Finance Bill, 2020",FINANCE,,1 Feb 2020,23 Mar 2020,23 Mar 2020,Assented,12  of 2020,27/03/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-26-gaz.pdf?source=loksabhadocs,
376,"The Insolvency and Bankruptcy Code (Amendment) Bill, 2020",CORPORATE AFFAIRS,,12 Dec 2019,6 Mar 2020,12 Mar 2020,Assented,1  of 2020,13/03/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-376-gaz.pdf?source=loksabhadocs,
372,"The Central Sanskrit Universities Bill, 2019",HUMAN RESOURCE  DEVELOPMENT,,11 Dec 2019,12 Dec 2019,16 Mar 2020,Assented,5  of 2020,25/03/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-372-gaz.pdf?source=loksabhadocs,
369,"The Maritime Anti-Piracy Bill, 2022",EXTERNAL AFFAIRS,,9 Dec 2019,19 Dec 2022,21 Dec 2022,Assented,3  of 2023,31/01/2023 ,,
370,"The Citizenship (Amendment) Bill, 2019",HOME AFFAIRS,,9 Dec 2019,10 Dec 2019,11 Dec 2019,Assented,47  of 2019,12/12/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-370-gaz.pdf?source=loksabhadocs,
371,"The Constitution (One Hundred and Fourth Amendment) Bill, 2019",LAW AND JUSTICE,,9 Dec 2019,10 Dec 2019,12 Dec 2019,Assented,,21/01/2020 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-371-gaz.pdf?source=loksabhadocs,
367,"The Appropriation (No.3) BILL, 2019",FINANCE,,4 Dec 2019,4 Dec 2019,12 Dec 2019,Assented,51  of 2019,19/12/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-367-gaz.pdf?source=loksabhadocs,
368,"The Arms (Amendment) Bill, 2019",HOME AFFAIRS,,29 Nov 2019,9 Dec 2019,10 Dec 2019,Assented,48  of 2019,13/12/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-368-gaz.pdf?source=loksabhadocs,
360,"The National Capital Territory of Delhi (Recognition of Property Rights of Residents in Unauthorised Colonies) Bill, 2019",Housing and Urban Affairs,,26 Nov 2019,28 Nov 2019,4 Dec 2019,Assented,45  of 2019,11/12/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-360-gaz.pdf?source=loksabhadocs,
366,"The Dadra and Nagar Haveli and Daman and Diu (Merger of Union Territories) Bill, 2019",HOME AFFAIRS,,26 Nov 2019,27 Nov 2019,3 Dec 2019,Assented,44  of 2019,09/12/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-366-gaz.pdf?source=loksabhadocs,
361,"The Recycling of Ships Bill, 2019",CHEMICALS AND FERTILIZERS,,25 Nov 2019,3 Dec 2019,9 Dec 2019,Assented,49  of 2019,13/12/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-361-gaz.pdf?source=loksabhadocs,
362,"The Taxation Laws (Amendment) Bill, 2019",FINANCE,,25 Nov 2019,2 Dec 2019,5 Dec 2019,Assented,46  of 2019,11/12/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-362-gaz.pdf?source=loksabhadocs,
363,"The International Financial Services Centres Authority Bill, 2019 ",FINANCE,,25 Nov 2019,11 Dec 2019,12 Dec 2019,Assented,50  of 2019,19/12/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-363-gaz.pdf?source=loksabhadocs,
365,"The Special Protection Group (Amendment) Bill, 2019",HOME AFFAIRS,,25 Nov 2019,27 Nov 2019,3 Dec 2019,Assented,43  of 2019,09/12/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-365-gaz.pdf?source=loksabhadocs,
342,"The Prohibition of Electronic Cigarettes (Production, Manufacture, Import, Export, Transport, Sale, Distribution, Storage and Advertisement) Bill, 2019",HEALTH AND FAMILY WELFARE,,22 Nov 2019,27 Nov 2019,2 Dec 2019,Assented,42  of 2019,05/12/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-342-gaz.pdf?source=loksabhadocs,
191,"The Supreme Court (Number of Judges) Amendment Bill, 2019",LAW AND JUSTICE,,5 Aug 2019,5 Aug 2019,7 Aug 2019,Assented,37  of 2019,09/08/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-191-gaz.pdf?source=loksabhadocs,
192,"The Chit Funds (Amendment) Bill, 2019",FINANCE,,5 Aug 2019,20 Nov 2019,28 Nov 2019,Assented,41  of 2019,05/12/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-192-gaz.pdf?source=loksabhadocs,
XXIX,"THE JAMMU AND KASHMIR REORGANISATION BILL, 2019",HOME AFFAIRS,,5 Aug 2019,6 Aug 2019,5 Aug 2019,Assented,34  of 2019,09/08/2019 ,,
XXVII,"THE NATIONAL INSTITUTE OF DESIGN (AMENDMENT) BILL, 2019",COMMERCE AND INDUSTRY,,30 Jul 2019,26 Nov 2019,6 Aug 2019,Assented,38  of 2019,29/11/2019 ,,
190,"The Dam Safety Bill, 2021",WATER RESOURCES,,29 Jul 2019,2 Aug 2019,2 Dec 2021,Assented,41  of 2021,13/12/2021 ,,
188,"THE REPEALING AND AMENDING BILL, 2019",LAW AND JUSTICE,,25 Jul 2019,29 Jul 2019,2 Aug 2019,Assented,31  of 2019,08/08/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-188-gaz.pdf?source=loksabhadocs,
189,"THE COMPANIES (AMENDMENT) BILL, 2019",CORPORATE AFFAIRS,,25 Jul 2019,26 Jul 2019,30 Jul 2019,Assented,22  of 2019,31/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-189-gaz.pdf?source=loksabhadocs,
184,"The Code on Wages, 2019",LABOUR  AND  EMPLOYMENT,,23 Jul 2019,30 Jul 2019,2 Aug 2019,Assented,29  of 2019,08/08/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-184-gaz.pdf?source=loksabhadocs,
185,"The National Medical Commission Bill, 2019",HEALTH AND FAMILY WELFARE,,22 Jul 2019,29 Jul 2019,1 Aug 2019,Assented,30  of 2019,08/08/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-185-gaz.pdf?source=loksabhadocs,
169,"The Transgender Persons (Protection of Rights) Bill, 2019",SOCIAL JUSTICE AND EMPOWERMENT,,19 Jul 2019,5 Aug 2019,26 Nov 2019,Assented,40  of 2019,05/12/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-169-gaz.pdf?source=loksabhadocs,
181,"The Right to Information (Amendment) Bill, 2019","PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",,19 Jul 2019,22 Jul 2019,25 Jul 2019,Assented,24  of 2019,01/08/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-181-gaz.pdf?source=loksabhadocs,
182,"The Banning of Unregulated Deposit Schemes Bill, 2019",FINANCE,,19 Jul 2019,24 Jul 2019,29 Jul 2019,Assented,21  of 2019,31/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-182-gaz.pdf?source=loksabhadocs,
167,"The Appropriation (No.2) Bill, 2019",FINANCE,,17 Jul 2019,17 Jul 2019,23 Jul 2019,Assented,18  of 2019,26/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-167-gaz.pdf?source=loksabhadocs,
154,"The Motor Vehicles (Amendment) Bill, 2019",ROAD TRANSPORT AND HIGHWAYS,,15 Jul 2019,23 Jul 2019,31 Jul 2019,Assented,32  of 2019,09/08/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-154-gaz.pdf?source=loksabhadocs,
129,"The National Investigation Agency (Amendment) Bill, 2019",HOME AFFAIRS,,8 Jul 2019,15 Jul 2019,17 Jul 2019,Assented,16  of 2019,24/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-129-gaz.pdf?source=loksabhadocs,
130,"The Unlawful Activities (Prevention) Amendment Bill, 2019",HOME AFFAIRS,,8 Jul 2019,24 Jul 2019,2 Aug 2019,Assented,28  of 2019,08/08/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-130-gaz.pdf?source=loksabhadocs,
131,"The Protection of Human Rights (Amendment) Bill, 2019",HOME AFFAIRS,,8 Jul 2019,19 Jul 2019,22 Jul 2019,Assented,19  of 2019,27/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-131-gaz.pdf?source=loksabhadocs,
144,"The Consumer Protection Bill, 2019","CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",,8 Jul 2019,30 Jul 2019,6 Aug 2019,Assented,35  of 2019,09/08/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-144-gaz.pdf?source=loksabhadocs,
145,"The Public Premises (Eviction of Unauthorised Occupants) Amendment Bill, 2019",Housing and Urban Affairs,,8 Jul 2019,31 Jul 2019,6 Aug 2019,Assented,36  of 2019,09/08/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-145-gaz.pdf?source=loksabhadocs,
146,"The Jallianwala Bagh National Memorial (Amendment) Bill, 2019",CULTURE,,8 Jul 2019,2 Aug 2019,19 Nov 2019,Assented,39  of 2019,05/12/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-146-gaz.pdf?source=loksabhadocs,
147,"The Central Universities (Amendment) Bill, 2019",HUMAN RESOURCE  DEVELOPMENT,,8 Jul 2019,12 Jul 2019,16 Jul 2019,Assented,15  of 2019,23/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-147-gaz.pdf?source=loksabhadocs,
55,"THE FINANCE (No. 2) BILL, 2019",FINANCE,,5 Jul 2019,18 Jul 2019,23 Jul 2019,Assented,23  of 2019,01/08/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-55-gaz.pdf?source=loksabhadocs,
127,"The New Delhi International Arbitration Centre Bill, 2019",LAW AND JUSTICE,,3 Jul 2019,10 Jul 2019,18 Jul 2019,Assented,17  of 2019,26/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-127-gaz.pdf?source=loksabhadocs,
103,"The Central Educational Institutions (Reservation in Teachers' Cadre) Bill, 2019",HUMAN RESOURCE  DEVELOPMENT,,27 Jun 2019,1 Jul 2019,3 Jul 2019,Assented,10  of 2019,09/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-103-gaz.pdf?source=loksabhadocs,
110,"The Indian Medical Council (Amendment) Bill, 2019",HEALTH AND FAMILY WELFARE,,27 Jun 2019,2 Jul 2019,4 Jul 2019,Assented,12  of 2019,16/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-110-gaz.pdf?source=loksabhadocs,
111,"The Dentists (Amendment) Bill, 2019",HEALTH AND FAMILY WELFARE,,27 Jun 2019,3 Jul 2019,8 Jul 2019,Assented,13  of 2019,17/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-111-gaz.pdf?source=loksabhadocs,
81,"The Jammu and Kashmir Reservation (Amendment) Bill, 2019",HOME AFFAIRS,,24 Jun 2019,28 Jun 2019,1 Jul 2019,Assented,9  of 2019,09/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-81-gaz.pdf?source=loksabhadocs,
86,"The Aadhaar and Other Laws (Amendment) Bill, 2019",ELECTRONICS AND INFORMATION TECHNOLOGY,,24 Jun 2019,4 Jul 2019,8 Jul 2019,Assented,14  of 2019,23/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-86-gaz.pdf?source=loksabhadocs,
93,"The Special Economic Zones (Amendment) Bill, 2019",COMMERCE AND INDUSTRY,,24 Jun 2019,26 Jun 2019,27 Jun 2019,Assented,8  of 2019,06/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-93-gaz.pdf?source=loksabhadocs,
82,"The Muslim Women (Protection of Rights on Marriage) Bill, 2019",LAW AND JUSTICE,,21 Jun 2019,25 Jul 2019,30 Jul 2019,Assented,20  of 2019,31/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-82-gaz.pdf?source=loksabhadocs,
83,"The Homoeopathy Central Council (Amendment) Bill, 2019",HEALTH AND FAMILY WELFARE,,21 Jun 2019,27 Jun 2019,2 Jul 2019,Assented,11  of 2019,15/07/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-83-gaz.pdf?source=loksabhadocs,
XIII,"THE NATIONAL INSTITUTES OF FOOD TECHNOLOGY, ENTREPRENEURSHIP AND MANAGEMENT BILL, 2021",FOOD PROCESSING INDUSTRIES,,13 Feb 2019,,15 Mar 2021,Assented,,,,
26,"The Appropriation Bill, 2019",FINANCE,,11 Feb 2019,11 Feb 2019,13 Feb 2019,Assented,4  of 2019,15/02/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-26-gaz.pdf?source=loksabhadocs,
27,"The Appropriation (Vote on Account) Bill, 2019",FINANCE,,11 Feb 2019,11 Feb 2019,13 Feb 2019,Assented,5  of 2019,15/02/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-27-gaz.pdf?source=loksabhadocs,
5,"The Finance Bill, 2019",FINANCE,,1 Feb 2019,12 Feb 2019,13 Feb 2019,Assented,7  of 2019,21/02/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2019-5-gaz.pdf?source=loksabhadocs,
3,"The Constitution (One Hundred and Third Amendment) Act, 2019",SOCIAL JUSTICE AND EMPOWERMENT,,8 Jan 2019,8 Jan 2019,9 Jan 2019,Assented,,12/01/2019 ,,
I,"THE NATIONAL COMMISSION FOR INDIAN SYSTEM OF MEDICINE BILL, 2020",HEALTH AND FAMILY WELFARE,,7 Jan 2019,14 Sep 2020,18 Mar 2020,Assented,14  of 2020,20/09/2020 ,,
II,"THE NATIONAL COMMISSION FOR HOMOEOPATHY BILL, 2020",HEALTH AND FAMILY WELFARE,,7 Jan 2019,14 Sep 2020,18 Mar 2020,Assented,15  of 2020,20/09/2020 ,,
233,"THE APPROPRIATION (No.6) BILL, 2018",FINANCE,,31 Dec 2018,31 Dec 2018,,Assented,3  of 2019,16/01/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-233-gaz.pdf?source=loksabhadocs,
148,"The Personal Laws (Amendment) Bill, 2018",LAW AND JUSTICE,,10 Aug 2018,7 Jan 2019,13 Feb 2019,Assented,6  of 2019,21/02/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-148-gaz.pdf?source=loksabhadocs,
138,"The Appropriation (No.4) BILL, 2018",FINANCE,,7 Aug 2018,7 Aug 2018,,Assented,29  of 2018,24/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-138-gaz.pdf?source=loksabhadocs,
139,"The Appropriation (No.5) BILL, 2018",FINANCE,,7 Aug 2018,7 Aug 2018,,Assented,30  of 2018,24/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-139-gaz.pdf?source=loksabhadocs,
143,"The Central Goods and Services Tax (Amendment) Bill, 2018",FINANCE,,7 Aug 2018,9 Aug 2018,,Assented,31  of 2018,29/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-143-gaz.pdf?source=loksabhadocs,
144,"The Integrated Goods and Services Tax (Amendment) Bill, 2018",FINANCE,,7 Aug 2018,9 Aug 2018,,Assented,32  of 2018,29/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-144-gaz.pdf?source=loksabhadocs,
145,"The Union Territory Goods and Services Tax (Amendment) Bill, 2018",FINANCE,,7 Aug 2018,9 Aug 2018,,Assented,33  of 2018,29/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-145-gaz.pdf?source=loksabhadocs,
146,"The Goods and Services Tax (Compensation to States) Amendment Bill, 2018",FINANCE,,7 Aug 2018,9 Aug 2018,,Assented,34  of 2018,29/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-146-gaz.pdf?source=loksabhadocs,
140,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2018",SOCIAL JUSTICE AND EMPOWERMENT,,3 Aug 2018,6 Aug 2018,9 Aug 2018,Assented,27  of 2018,17/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-140-gaz.pdf?source=loksabhadocs,
119,"The National Sports University Bill, 2018",YOUTH AFFAIRS AND SPORTS,,23 Jul 2018,3 Aug 2018,9 Aug 2018,Assented,25  of 2018,17/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-119-gaz.pdf?source=loksabhadocs,
123,"The Commercial Courts, Commercial Division and Commercial Appellate Division of High Courts (Amendment) Bill, 2018",LAW AND JUSTICE,,23 Jul 2018,1 Aug 2018,10 Aug 2018,Assented,28  of 2018,20/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-123-gaz.pdf?source=loksabhadocs,
124,"The Homoeopathy Central Council (Amendment) Bill, 2018",HEALTH AND FAMILY WELFARE,,23 Jul 2018,30 Jul 2018,9 Aug 2018,Assented,23  of 2018,13/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-124-gaz.pdf?source=loksabhadocs,
126,"The Criminal Law (Amendment) Bill, 2018",HOME AFFAIRS,,23 Jul 2018,30 Jul 2018,6 Aug 2018,Assented,22  of 2018,11/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-126-gaz.pdf?source=loksabhadocs,
127,"The Insolvency and Bankruptcy Code (Second Amendment) Bill, 2018",CORPORATE AFFAIRS,,23 Jul 2018,31 Jul 2018,10 Aug 2018,Assented,26  of 2018,17/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-127-gaz.pdf?source=loksabhadocs,
XVII,"The National Trust for the Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities (Amendment) Bill, 2018",SOCIAL JUSTICE AND EMPOWERMENT,,18 Jul 2018,20 Dec 2018,12 Dec 2018,Assented,35  of 2018,29/12/2018 ,,
80,"The Appropriation (No.2) BILL, 2018",FINANCE,,14 Mar 2018,14 Mar 2018,,Assented,14  of 2018,29/03/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-80-gaz.pdf?source=loksabhadocs,
84,"The Appropriation (No.3) BILL, 2018",FINANCE,,14 Mar 2018,14 Mar 2018,,Assented,15  of 2018,29/03/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-84-gaz.pdf?source=loksabhadocs,
79,"The Fugitive Economic Offenders Bill, 2018",FINANCE,,12 Mar 2018,19 Jul 2018,25 Jul 2018,Assented,17  of 2018,31/07/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-79-gaz.pdf?source=loksabhadocs,
4,"The Finance Bill, 2018",FINANCE,,1 Feb 2018,14 Mar 2018,,Assented,13  of 2018,29/03/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-4-gaz.pdf?source=loksabhadocs,
3,"The Appropriation Bill, 2018",FINANCE,,4 Jan 2018,4 Jan 2018,,Assented,11  of 2018,25/01/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2018-3-gaz.pdf?source=loksabhadocs,
281,"The Negotiable Instruments (Amendment) Bill, 2017",FINANCE,,2 Jan 2018,23 Jul 2018,26 Jul 2018,Assented,20  of 2018,02/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-281-gaz.pdf?source=loksabhadocs,
280,"The Insolvency and Bankruptcy Code (Amendment) Bill, 2017",CORPORATE AFFAIRS,,28 Dec 2017,29 Dec 2017,2 Jan 2018,Assented,8  of 2017,18/01/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-280-gaz.pdf?source=loksabhadocs,
248,"The Specific Relief (Amendment) Bill, 2018",LAW AND JUSTICE,,22 Dec 2017,15 Mar 2018,23 Jul 2018,Assented,18  of 2018,01/08/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-248-gaz.pdf?source=loksabhadocs,
268,"The National Capital Territory of Delhi Laws (Special Provisions) Second (Amendment) Bill, 2017",HOUSING AND URBAN POVERTY ALLEVIATION,,22 Dec 2017,27 Dec 2017,28 Dec 2017,Assented,32  of 2017,31/12/2017 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-268-gaz.pdf?source=loksabhadocs,
269,"The Goods and Services Tax (Compensation to States) Amendment Bill, 2017",FINANCE,,22 Dec 2017,27 Dec 2017,,Assented,9  of 2018,19/01/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-269-gaz.pdf?source=loksabhadocs,
225,"The High Court and Supreme Court Judges (Salaries and Conditions of Service) Amendment Bill, 2017",LAW AND JUSTICE,,21 Dec 2017,4 Jan 2018,,Assented,10  of 2018,25/01/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-225-gaz.pdf?source=loksabhadocs,
251,"The Appropriation (No. 5) Bill, 2017",FINANCE,,21 Dec 2017,21 Dec 2017,,Assented,6  of 2018,18/01/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-251-gaz.pdf?source=loksabhadocs,
203,"The National Council for Teacher Education (Amendment) Bill, 2019",HUMAN RESOURCE  DEVELOPMENT,,18 Dec 2017,23 Jul 2018,3 Jan 2019,Assented,,10/01/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-203-gaz.pdf?source=loksabhadocs,
205,"The Payment of Gratuity (Amendment) Bill, 2018",LABOUR  AND  EMPLOYMENT,,18 Dec 2017,15 Mar 2018,22 Mar 2018,Assented,12  of 2018,28/03/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-205-gaz.pdf?source=loksabhadocs,
208,"The Indian Forest (Amendment) Bill, 2017",ENVIRONMENT AND FORESTS,,18 Dec 2017,20 Dec 2017,27 Dec 2017,Assented,208  of 2017,05/01/2018 ,,
164,"The Repealing and Amending (Second) Bill, 2017",LAW AND JUSTICE,,11 Aug 2017,19 Dec 2017,28 Dec 2017,Assented,4  of 2018,05/01/2018 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-164-gaz.pdf?source=loksabhadocs,
166,"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2019",HUMAN RESOURCE  DEVELOPMENT,,11 Aug 2017,18 Jul 2018,3 Jan 2019,Assented,,10/01/2019 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-166-gaz.pdf?source=loksabhadocs,
156,"The Appropriation (No. 3) Bill, 2017",FINANCE,,1 Aug 2017,1 Aug 2017,,Assented,28  of 2017,23/08/2017 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-156-gaz.pdf?source=loksabhadocs,
157,"The Appropriation (No. 4) Bill, 2017",FINANCE,,1 Aug 2017,1 Aug 2017,,Assented,29  of 2017,23/08/2017 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-157-gaz.pdf?source=loksabhadocs,
154,"The Central Goods and Services Tax (Extension to Jammu and Kashmir) Bill, 2017",FINANCE,,31 Jul 2017,2 Aug 2017,,Assented,26  of 2017,23/08/2017 ,https://sansad.in/getFile/BillsPDFFiles/Notification/2017-154-gaz.pdf?source=loksabhadocs,
